Timesheet_ID,Employee_ID,Project_ID,Date,Billable_Hours,Non_Billable_Hours
T415076,E2031,P3089,2025-02-26,3.6,1.2
T415077,E2121,P3119,2025-06-03,1.0,1.8
T415078,E2069,P3076,2026-08-27,5.4,1.1
T415079,E2134,P3021,2026-04-09,0.8,1.1
T415080,E2115,P3101,2026-08-25,10.0,0.4
T415081,E2059,P3110,2026-05-31,10.0,0.6
T415082,E2146,P3102,2026-10-18,2.7,3.1
T415083,E2077,P3065,2025-01-22,3.9,3.3
T415084,E2138,P3112,2026-12-05,10.0,2.4
T415085,E2007,P3006,2025-04-17,8.4,2.4
T415086,E2037,P3109,2025-11-22,1.2,1.2
T415087,E2086,P3109,2026-03-02,10.0,0.3
T415088,E2016,P3011,2025-08-27,2.9,0.7
T415089,E2116,P3080,2025-12-07,8.4,0.5
T415090,E2118,P3022,2026-12-31,7.0,0.5
T415091,E2014,P3110,2025-02-08,3.3,4.0
T415092,E2139,P3011,2026-10-24,2.5,2.5
T415093,E2087,P3037,2025-01-30,8.2,3.8
T415094,E2104,P3026,2026-02-18,9.6,0.3
T415095,E2141,P3057,2025-06-10,6.7,1.0
T415096,E2044,P3026,2026-09-08,4.4,0.6
T415097,E2028,P3106,2026-11-01,2.7,0.2
T415098,E2016,P3021,2025-11-05,10.0,3.1
T415099,E2050,P3057,2026-02-18,1.3,4.0
T415100,E2115,P3026,2025-05-14,1.3,0.7
T415101,E2068,P3015,2026-07-20,1.7,0.3
T415102,E2092,P3103,2025-12-01,2.0,1.4
T415103,E2121,P3063,2025-02-05,2.0,1.5
T415104,E2140,P3035,2026-10-05,4.7,0.4
T415105,E2016,P3011,2025-03-21,1.5,1.7
T415106,E2053,P3073,2026-03-13,10.0,1.8
T415107,E2049,P3106,2025-04-30,7.2,1.2
T415108,E2062,P3087,2025-05-14,10.0,0.3
T415109,E2084,P3068,2026-02-09,8.3,1.2
T415110,E2056,P3094,2026-12-18,6.7,0.3
T415111,E2120,P3092,2025-09-22,10.0,0.1
T415112,E2090,P3089,2025-08-21,3.3,2.3
T415113,E2150,P3086,2026-03-23,3.1,1.3
T415114,E2120,P3089,2026-03-03,10.0,1.9
T415115,E2073,P3116,2025-01-28,5.9,2.6
T415116,E2069,P3090,2025-10-28,4.5,4.0
T415117,E2098,P3050,2026-07-24,10.0,2.9
T415118,E2002,P3029,2025-01-29,4.3,1.0
T415119,E2053,P3110,2026-01-12,5.6,0.5
T415120,E2119,P3064,2025-11-09,2.6,0.7
T415121,E2007,P3041,2025-02-02,4.3,0.8
T415122,E2148,P3096,2026-03-30,0.3,0.2
T415123,E2075,P3026,2026-09-12,10.0,0.5
T415124,E2095,P3028,2026-05-16,3.5,2.6
T415125,E2003,P3084,2025-09-29,5.1,1.3
T415126,E2079,P3048,2026-05-16,9.4,1.3
T415127,E2017,P3066,2026-12-04,8.2,1.3
T415128,E2112,P3023,2026-08-16,4.2,1.5
T415129,E2052,P3039,2025-03-23,10.0,2.0
T415130,E2007,P3069,2026-08-31,3.5,0.6
T415131,E2112,P3021,2025-05-26,10.0,0.6
T415132,E2133,P3120,2026-07-23,8.9,0.5
T415133,E2054,P3086,2026-12-31,6.7,0.2
T415134,E2061,P3049,2025-10-11,5.5,0.4
T415135,E2109,P3075,2026-11-11,10.0,1.4
T415136,E2016,P3094,2025-05-16,6.0,3.7
T415137,E2047,P3092,2026-10-15,6.7,1.2
T415138,E2048,P3036,2025-06-21,5.4,0.3
T415139,E2121,P3081,2026-07-13,10.0,2.4
T415140,E2064,P3085,2025-01-10,6.6,2.2
T415141,E2050,P3037,2025-10-24,5.5,0.7
T415142,E2041,P3100,2026-12-08,2.0,0.1
T415143,E2022,P3089,2025-11-26,2.8,0.9
T415144,E2115,P3088,2026-03-09,10.0,2.0
T415145,E2005,P3094,2026-03-24,2.3,1.5
T415146,E2145,P3042,2025-01-15,4.6,1.4
T415147,E2101,P3062,2025-08-04,7.0,2.1
T415148,E2078,P3099,2026-12-02,13.8,2.0
T415149,E2041,P3085,2025-09-10,10.0,0.5
T415150,E2092,P3006,2025-11-26,10.0,2.2
T415151,E2022,P3085,2026-07-18,9.2,1.7
T415152,E2053,P3008,2026-03-06,7.9,2.0
T415153,E2093,P3069,2025-02-28,9.9,4.0
T415154,E2010,P3040,2025-06-25,2.4,0.7
T415155,E2146,P3010,2026-01-09,0.3,1.8
T415156,E2049,P3031,2025-10-22,2.6,0.3
T415157,E2071,P3030,2026-09-30,9.4,3.0
T415158,E2019,P3051,2026-07-08,1.2,4.0
T415159,E2055,P3085,2025-11-03,3.4,1.3
T415160,E2021,P3036,2025-12-14,6.1,0.6
T415161,E2026,P3061,2025-12-27,7.3,1.4
T415162,E2028,P3027,2025-03-07,2.1,1.3
T415163,E2040,P3102,2026-07-24,10.0,0.4
T415164,E2029,P3035,2026-10-01,9.6,1.1
T415165,E2020,P3060,2026-05-31,7.3,2.1
T415166,E2020,P3032,2025-08-23,2.2,2.8
T415167,E2074,P3090,2026-03-09,10.0,0.5
T415168,E2140,P3004,2026-01-22,6.1,1.4
T415169,E2120,P3091,2025-02-01,3.2,0.9
T415170,E2097,P3100,2026-11-18,4.4,0.8
T415171,E2120,P3101,2026-07-28,2.8,1.2
T415172,E2025,P3027,2025-08-14,5.2,1.2
T415173,E2004,P3047,2025-05-24,10.0,0.0
T415174,E2004,P3112,2026-03-28,10.0,0.5
T415175,E2137,P3006,2025-01-18,7.1,1.2
T415176,E2143,P3082,2026-01-25,2.6,0.7
T415177,E2026,P3026,2025-12-28,6.0,1.3
T415178,E2079,P3108,2025-11-17,7.3,1.1
T415179,E2090,P3024,2026-08-15,4.2,4.0
T415180,E2071,P3116,2025-10-20,10.0,0.9
T415181,E2076,P3071,2025-03-14,10.0,0.4
T415182,E2099,P3119,2025-04-10,4.3,0.2
T415183,E2127,P3044,2026-04-27,10.0,0.1
T415184,E2032,P3014,2025-09-13,10.0,0.3
T415185,E2009,P3013,2025-11-11,7.3,0.4
T415186,E2078,P3026,2025-06-11,10.0,0.2
T415187,E2013,P3043,2025-10-20,3.1,2.5
T415188,E2124,P3043,2025-06-11,2.9,3.2
T415189,E2096,P3066,2026-10-03,10.0,0.4
T415190,E2083,P3110,2025-11-05,2.0,0.7
T415191,E2144,P3111,2026-07-28,10.0,0.9
T415192,E2140,P3087,2025-05-23,10.0,0.2
T415193,E2018,P3028,2025-08-11,4.4,3.3
T415194,E2141,P3001,2025-11-03,1.7,3.4
T415195,E2093,P3096,2025-01-14,2.0,0.0
T415196,E2024,P3012,2026-09-02,10.0,1.3
T415197,E2102,P3110,2026-07-25,5.3,0.9
T415198,E2140,P3050,2025-06-29,4.4,1.5
T415199,E2060,P3053,2026-05-28,10.0,1.0
T415200,E2060,P3120,2025-08-15,6.3,1.4
T415201,E2100,P3060,2026-04-04,4.9,0.7
T415202,E2001,P3055,2025-05-25,8.2,0.7
T415203,E2043,P3035,2026-10-07,8.4,2.2
T415204,E2055,P3061,2026-10-19,10.0,0.4
T415205,E2034,P3026,2026-04-28,1.4,0.9
T415206,E2034,P3031,2026-07-13,10.0,0.3
T415207,E2110,P3057,2026-12-21,1.9,0.3
T415208,E2084,P3012,2026-03-09,10.0,1.2
T415209,E2090,P3093,2025-08-30,9.3,2.1
T415210,E2079,P3005,2026-09-08,7.6,0.4
T415211,E2071,P3099,2025-10-04,1.6,0.2
T415212,E2071,P3007,2026-10-31,6.6,4.0
T415213,E2114,P3016,2025-07-07,5.6,3.8
T415214,E2029,P3096,2026-11-17,10.0,1.3
T415215,E2143,P3052,2025-04-10,1.3,0.3
T415216,E2097,P3081,2026-06-06,9.3,1.0
T415217,E2053,P3021,2025-03-25,2.2,0.8
T415218,E2145,P3027,2025-02-22,2.4,0.5
T415219,E2064,P3104,2025-05-07,4.0,2.4
T415220,E2061,P3111,2026-10-09,3.4,0.2
T415221,E2108,P3116,2025-10-13,10.0,0.4
T415222,E2037,P3079,2025-02-24,10.0,4.0
T415223,E2135,P3023,2026-07-31,3.2,0.4
T415224,E2008,P3072,2025-01-21,0.9,0.2
T415225,E2078,P3025,2025-10-27,10.0,2.5
T415226,E2068,P3011,2025-12-25,2.2,0.5
T415227,E2021,P3063,2025-05-23,5.4,0.9
T415228,E2094,P3057,2026-09-02,6.7,1.3
T415229,E2075,P3085,2025-01-02,8.9,2.1
T415230,E2142,P3054,2025-12-23,3.3,1.0
T415231,E2078,P3119,2026-10-05,3.7,3.0
T415232,E2066,P3010,2026-11-19,10.0,1.7
T415233,E2146,P3050,2026-03-28,4.8,0.0
T415234,E2054,P3073,2025-02-16,1.6,0.1
T415235,E2100,P3112,2026-03-03,10.0,0.8
T415236,E2021,P3001,2026-06-23,7.1,1.2
T415237,E2053,P3086,2026-07-02,7.5,1.3
T415238,E2083,P3070,2026-11-23,1.6,0.8
T415239,E2144,P3030,2026-05-03,4.7,0.5
T415240,E2004,P3055,2026-07-17,1.3,0.1
T415241,E2055,P3098,2025-12-08,4.3,2.5
T415242,E2015,P3077,2026-11-03,3.3,0.4
T415243,E2064,P3086,2026-06-13,2.9,1.8
T415244,E2112,P3006,2025-10-06,3.6,1.2
T415245,E2144,P3105,2025-06-21,8.9,0.7
T415246,E2118,P3110,2025-10-29,1.1,2.8
T415247,E2020,P3024,2026-01-31,1.8,0.4
T415248,E2064,P3085,2026-07-20,4.9,0.7
T415249,E2033,P3103,2026-06-09,2.9,2.2
T415250,E2081,P3087,2026-12-15,10.0,0.8
T415251,E2126,P3005,2025-11-23,2.2,0.1
T415252,E2069,P3007,2026-03-26,9.1,2.1
T415253,E2094,P3003,2025-03-03,1.8,0.5
T415254,E2068,P3119,2025-07-20,3.8,0.2
T415255,E2087,P3013,2026-10-26,6.5,1.4
T415256,E2021,P3054,2025-03-11,9.5,1.6
T415257,E2063,P3063,2026-12-02,6.4,1.8
T415258,E2085,P3076,2026-05-12,0.8,0.8
T415259,E2134,P3006,2025-07-27,10.0,0.9
T415260,E2024,P3098,2026-04-10,9.4,1.2
T415261,E2111,P3079,2026-04-23,4.9,2.0
T415262,E2095,P3047,2026-04-01,10.0,1.2
T415263,E2083,P3082,2025-05-11,7.2,4.0
T415264,E2102,P3055,2026-04-18,5.7,1.2
T415265,E2078,P3049,2026-10-31,4.0,1.3
T415266,E2124,P3057,2025-10-04,2.4,1.2
T415267,E2140,P3003,2025-02-23,8.7,1.0
T415268,E2120,P3022,2026-01-25,10.0,1.2
T415269,E2015,P3035,2025-08-03,3.8,1.4
T415270,E2083,P3028,2025-01-11,2.8,2.1
T415271,E2006,P3105,2026-03-30,3.6,1.0
T415272,E2067,P3042,2026-02-15,3.6,2.5
T415273,E2122,P3012,2026-12-18,7.7,0.8
T415274,E2149,P3119,2026-12-14,1.7,1.2
T415275,E2084,P3001,2026-08-07,8.1,1.3
T415276,E2111,P3100,2025-04-19,12.3,0.4
T415277,E2145,P3094,2025-01-27,10.0,4.0
T415278,E2136,P3117,2026-02-20,12.3,1.1
T415279,E2064,P3119,2025-12-15,0.2,2.4
T415280,E2126,P3023,2025-10-16,3.7,2.9
T415281,E2028,P3101,2026-06-01,10.0,3.0
T415282,E2098,P3028,2026-05-01,9.7,2.5
T415283,E2141,P3113,2025-09-22,4.1,1.4
T415284,E2013,P3117,2026-10-15,3.9,0.6
T415285,E2086,P3069,2025-08-13,0.8,1.1
T415286,E2021,P3036,2025-12-16,2.6,0.1
T415287,E2063,P3054,2025-03-30,6.4,2.0
T415288,E2111,P3047,2026-10-08,3.4,0.4
T415289,E2076,P3056,2025-04-13,3.4,2.0
T415290,E2073,P3010,2025-11-26,4.7,0.2
T415291,E2007,P3005,2025-05-05,10.0,0.2
T415292,E2072,P3014,2025-10-31,10.0,3.1
T415293,E2129,P3024,2025-03-24,7.6,1.4
T415294,E2131,P3063,2025-09-24,7.3,1.4
T415295,E2104,P3028,2026-02-05,1.9,0.4
T415296,E2028,P3021,2026-01-21,6.2,1.0
T415297,E2043,P3109,2025-12-27,10.0,0.1
T415298,E2097,P3115,2025-02-26,8.5,0.1
T415299,E2046,P3104,2026-01-12,6.0,0.3
T415300,E2001,P3076,2025-07-06,4.0,0.5
T415301,E2102,P3020,2026-04-24,9.0,1.0
T415302,E2035,P3062,2026-11-17,4.1,1.5
T415303,E2054,P3115,2025-12-03,3.6,2.4
T415304,E2024,P3096,2026-10-09,10.0,1.1
T415305,E2022,P3051,2025-04-04,2.9,1.1
T415306,E2016,P3102,2026-05-02,10.0,2.0
T415307,E2013,P3040,2026-02-02,2.4,0.7
T415308,E2100,P3106,2026-06-05,2.7,0.2
T415309,E2100,P3085,2026-06-05,7.1,0.6
T415310,E2062,P3081,2025-04-23,6.2,0.5
T415311,E2087,P3065,2025-05-02,10.0,0.4
T415312,E2078,P3115,2026-01-21,5.0,1.6
T415313,E2067,P3108,2026-09-12,5.5,2.0
T415314,E2091,P3028,2025-12-08,10.0,1.6
T415315,E2033,P3054,2026-04-08,5.2,1.0
T415316,E2115,P3002,2026-12-11,3.5,2.0
T415317,E2019,P3081,2026-01-17,2.0,1.5
T415318,E2124,P3103,2026-09-22,4.5,0.8
T415319,E2143,P3014,2025-06-05,4.6,2.2
T415320,E2120,P3014,2025-05-08,10.0,0.9
T415321,E2097,P3044,2025-02-12,3.7,0.5
T415322,E2024,P3112,2026-07-29,7.1,0.1
T415323,E2027,P3082,2026-01-16,4.4,1.7
T415324,E2075,P3040,2026-10-19,0.7,0.1
T415325,E2023,P3034,2025-10-02,3.1,0.2
T415326,E2041,P3107,2026-01-24,10.0,0.5
T415327,E2056,P3065,2025-01-23,5.2,0.8
T415328,E2098,P3106,2026-01-19,3.4,1.5
T415329,E2146,P3018,2025-05-09,5.3,0.8
T415330,E2006,P3112,2026-02-15,3.6,3.5
T415331,E2040,P3034,2025-10-08,9.1,1.0
T415332,E2042,P3087,2025-07-01,3.6,1.3
T415333,E2032,P3049,2025-08-16,10.0,0.6
T415334,E2010,P3080,2025-03-22,3.8,0.8
T415335,E2069,P3083,2026-08-11,8.4,0.4
T415336,E2009,P3101,2025-10-08,4.6,2.0
T415337,E2069,P3055,2026-12-15,9.4,0.2
T415338,E2139,P3062,2026-09-23,6.5,1.0
T415339,E2099,P3070,2026-09-26,10.0,2.4
T415340,E2074,P3024,2025-06-23,9.3,0.5
T415341,E2103,P3081,2025-12-25,10.0,1.5
T415342,E2123,P3048,2026-07-25,6.1,0.9
T415343,E2102,P3080,2026-01-10,3.7,0.6
T415344,E2008,P3039,2025-02-24,10.0,0.5
T415345,E2019,P3048,2026-10-26,9.2,1.2
T415346,E2002,P3105,2025-11-27,10.0,1.7
T415347,E2055,P3119,2026-10-26,1.7,0.1
T415348,E2139,P3070,2026-01-22,4.5,2.8
T415349,E2017,P3080,2026-11-11,10.0,0.8
T415350,E2061,P3009,2025-05-28,10.0,1.9
T415351,E2131,P3029,2025-12-09,5.8,0.4
T415352,E2086,P3068,2025-07-16,10.0,1.9
T415353,E2035,P3060,2025-05-04,10.0,1.1
T415354,E2103,P3026,2025-11-29,10.6,1.1
T415355,E2066,P3118,2026-04-29,6.2,0.5
T415356,E2001,P3038,2026-03-30,6.3,2.5
T415357,E2135,P3062,2026-12-07,6.7,1.4
T415358,E2148,P3026,2025-12-15,8.9,2.4
T415359,E2119,P3014,2026-03-29,0.6,1.4
T415360,E2134,P3099,2025-03-20,3.6,0.7
T415361,E2055,P3119,2025-01-08,5.0,1.6
T415362,E2100,P3049,2026-01-08,3.8,0.1
T415363,E2021,P3043,2026-07-21,3.9,1.7
T415364,E2051,P3088,2026-07-03,10.0,0.3
T415365,E2100,P3008,2026-04-02,3.7,1.7
T415366,E2008,P3040,2026-12-13,3.7,0.9
T415367,E2068,P3025,2025-09-27,4.7,1.6
T415368,E2107,P3063,2026-03-08,3.8,2.0
T415369,E2144,P3004,2026-08-24,5.7,0.2
T415370,E2067,P3015,2025-08-14,6.3,1.7
T415371,E2002,P3016,2025-11-19,6.3,0.1
T415372,E2001,P3054,2026-11-03,10.0,0.8
T415373,E2001,P3011,2026-02-24,0.4,0.5
T415374,E2102,P3028,2025-12-01,1.9,0.0
T415375,E2115,P3007,2025-05-02,3.0,2.5
T415376,E2135,P3114,2026-04-21,6.1,1.2
T415377,E2088,P3038,2025-08-25,10.9,1.1
T415378,E2092,P3024,2026-10-06,3.6,0.7
T415379,E2018,P3095,2026-01-17,3.7,0.7
T415380,E2088,P3068,2026-02-08,10.0,3.4
T415381,E2033,P3037,2026-01-24,3.4,2.0
T415382,E2073,P3120,2026-03-23,4.2,2.3
T415383,E2028,P3035,2026-11-25,1.7,1.6
T415384,E2087,P3006,2025-07-12,10.0,1.2
T415385,E2053,P3110,2026-04-06,8.8,1.4
T415386,E2044,P3033,2025-04-20,8.1,0.5
T415387,E2080,P3116,2025-08-02,5.0,0.8
T415388,E2138,P3096,2026-10-15,10.0,2.5
T415389,E2014,P3110,2026-04-08,2.8,0.6
T415390,E2103,P3102,2026-08-08,8.1,0.1
T415391,E2036,P3099,2026-05-30,4.0,0.1
T415392,E2034,P3081,2025-01-02,8.1,1.1
T415393,E2088,P3054,2026-01-31,5.2,0.7
T415394,E2146,P3096,2025-12-10,3.8,0.7
T415395,E2016,P3014,2025-07-29,1.2,4.0
T415396,E2041,P3019,2025-02-27,11.3,2.7
T415397,E2025,P3088,2026-04-29,5.5,1.6
T415398,E2126,P3103,2026-12-30,10.0,1.9
T415399,E2008,P3011,2025-04-23,10.0,0.2
T415400,E2112,P3071,2026-04-30,6.3,0.1
T415401,E2094,P3045,2025-03-12,2.3,1.0
T415402,E2084,P3060,2026-04-28,6.4,0.7
T415403,E2146,P3088,2026-09-06,10.0,0.6
T415404,E2068,P3119,2025-02-14,10.0,3.4
T415405,E2067,P3117,2026-10-18,3.4,0.4
T415406,E2146,P3058,2026-09-27,4.7,4.0
T415407,E2111,P3088,2026-06-26,5.0,1.7
T415408,E2018,P3078,2025-07-23,6.1,2.4
T415409,E2056,P3024,2026-04-21,0.6,0.6
T415410,E2035,P3011,2025-08-28,5.7,2.0
T415411,E2134,P3072,2026-07-26,10.0,2.1
T415412,E2118,P3044,2026-03-19,10.0,1.6
T415413,E2026,P3079,2025-09-04,10.0,0.6
T415414,E2061,P3106,2026-03-30,4.9,0.6
T415415,E2088,P3118,2025-06-03,2.0,0.2
T415416,E2015,P3066,2026-08-15,8.0,2.9
T415417,E2091,P3088,2026-07-04,10.0,0.8
T415418,E2032,P3045,2026-10-11,2.7,0.3
T415419,E2140,P3074,2026-04-11,5.2,0.2
T415420,E2133,P3032,2025-08-13,2.7,0.1
T415421,E2064,P3017,2025-08-30,9.6,0.2
T415422,E2086,P3054,2026-12-24,6.0,3.1
T415423,E2045,P3010,2026-07-12,0.9,3.1
T415424,E2035,P3086,2026-11-15,7.4,1.0
T415425,E2026,P3006,2026-07-08,4.9,1.6
T415426,E2023,P3091,2026-04-02,10.0,0.4
T415427,E2141,P3020,2026-05-07,9.0,1.1
T415428,E2131,P3001,2026-03-29,4.5,1.2
T415429,E2029,P3064,2026-06-19,0.9,3.2
T415430,E2064,P3081,2026-05-14,3.2,2.1
T415431,E2113,P3001,2026-12-10,5.1,1.7
T415432,E2134,P3101,2025-07-12,10.0,1.4
T415433,E2139,P3061,2025-06-03,4.0,1.3
T415434,E2118,P3079,2026-04-11,3.7,0.8
T415435,E2067,P3119,2026-07-21,10.0,1.5
T415436,E2108,P3001,2025-01-15,1.4,2.2
T415437,E2086,P3081,2026-03-26,8.9,2.8
T415438,E2029,P3046,2026-11-24,10.0,2.4
T415439,E2060,P3109,2025-03-20,3.8,2.8
T415440,E2054,P3060,2025-01-11,8.3,0.4
T415441,E2093,P3043,2026-07-24,5.7,0.3
T415442,E2069,P3044,2025-08-27,6.0,1.8
T415443,E2117,P3038,2025-07-16,10.0,0.4
T415444,E2009,P3107,2025-06-10,10.0,1.4
T415445,E2126,P3002,2026-05-14,6.4,0.9
T415446,E2077,P3082,2025-06-21,10.0,0.2
T415447,E2010,P3012,2025-05-15,7.7,1.6
T415448,E2102,P3093,2025-08-14,1.8,0.7
T415449,E2058,P3023,2025-09-26,0.8,0.4
T415450,E2113,P3111,2025-02-01,10.0,1.6
T415451,E2106,P3009,2025-10-22,0.9,4.0
T415452,E2035,P3008,2026-08-13,3.5,3.1
T415453,E2103,P3050,2025-11-15,10.2,0.8
T415454,E2103,P3080,2026-06-16,8.0,0.7
T415455,E2097,P3062,2026-06-12,10.0,3.3
T415456,E2136,P3023,2025-06-07,6.3,2.0
T415457,E2142,P3117,2025-04-15,5.4,1.0
T415458,E2136,P3093,2026-12-27,7.8,0.8
T415459,E2106,P3059,2025-12-23,8.1,2.5
T415460,E2071,P3010,2026-08-09,10.0,2.4
T415461,E2077,P3012,2026-08-07,10.0,2.3
T415462,E2054,P3062,2025-11-30,0.8,1.9
T415463,E2021,P3116,2026-12-16,8.1,0.7
T415464,E2111,P3076,2025-12-28,10.0,0.2
T415465,E2075,P3030,2025-02-18,8.4,2.1
T415466,E2014,P3074,2026-09-05,2.9,0.3
T415467,E2002,P3078,2026-01-11,2.0,0.3
T415468,E2108,P3068,2026-05-05,10.0,0.2
T415469,E2145,P3047,2025-05-13,4.0,0.2
T415470,E2078,P3084,2025-10-26,3.2,0.1
T415471,E2048,P3041,2026-07-13,9.0,2.4
T415472,E2091,P3103,2026-11-30,3.7,1.7
T415473,E2136,P3007,2025-07-16,3.7,1.1
T415474,E2017,P3094,2025-01-19,10.0,1.0
T415475,E2012,P3116,2026-01-08,11.1,1.1
T415476,E2146,P3105,2025-06-03,7.6,2.7
T415477,E2026,P3088,2025-07-13,10.0,1.4
T415478,E2037,P3074,2026-02-02,3.9,0.7
T415479,E2070,P3052,2026-03-12,2.6,1.5
T415480,E2079,P3045,2026-08-27,8.4,2.0
T415481,E2090,P3038,2026-01-23,3.3,0.8
T415482,E2041,P3036,2026-10-05,4.4,0.9
T415483,E2142,P3081,2025-12-01,6.9,0.6
T415484,E2129,P3085,2026-02-10,10.0,1.3
T415485,E2017,P3058,2026-01-03,10.0,0.0
T415486,E2053,P3046,2026-05-05,9.1,0.5
T415487,E2118,P3067,2026-07-16,10.0,2.0
T415488,E2109,P3065,2026-03-24,4.4,0.4
T415489,E2136,P3018,2026-05-24,10.0,0.5
T415490,E2077,P3002,2026-11-27,10.0,1.0
T415491,E2080,P3104,2026-06-12,4.7,0.6
T415492,E2045,P3112,2025-04-10,2.3,1.5
T415493,E2018,P3004,2026-05-12,4.7,0.2
T415494,E2099,P3096,2026-05-08,10.0,0.1
T415495,E2147,P3083,2026-03-15,2.2,0.5
T415496,E2068,P3084,2025-10-05,6.6,0.7
T415497,E2083,P3042,2026-01-13,4.8,0.4
T415498,E2050,P3049,2025-10-15,1.6,0.7
T415499,E2025,P3049,2026-03-04,7.0,2.6
T415500,E2121,P3117,2026-08-16,8.0,1.7
T415501,E2068,P3007,2025-11-25,2.0,2.3
T415502,E2056,P3009,2026-11-23,10.0,2.8
T415503,E2039,P3071,2025-02-02,12.8,1.5
T415504,E2063,P3027,2025-04-30,10.0,2.7
T415505,E2128,P3021,2025-04-07,1.7,0.3
T415506,E2135,P3035,2026-01-21,3.6,2.2
T415507,E2122,P3088,2025-01-14,6.6,0.8
T415508,E2059,P3096,2026-09-05,4.2,4.0
T415509,E2048,P3076,2025-11-13,8.4,0.6
T415510,E2133,P3087,2025-11-17,8.3,3.7
T415511,E2036,P3036,2025-03-27,9.5,0.7
T415512,E2088,P3113,2026-06-26,0.6,2.0
T415513,E2025,P3093,2025-10-10,3.3,4.0
T415514,E2019,P3067,2025-03-05,10.0,1.5
T415515,E2135,P3043,2025-03-21,6.7,0.1
T415516,E2066,P3008,2026-01-29,6.9,3.3
T415517,E2080,P3098,2026-10-29,10.0,0.3
T415518,E2125,P3078,2026-11-08,8.5,2.9
T415519,E2146,P3036,2025-12-16,2.8,0.8
T415520,E2103,P3048,2025-07-30,0.4,1.3
T415521,E2129,P3046,2026-02-07,10.0,4.0
T415522,E2131,P3032,2026-01-06,5.4,1.0
T415523,E2127,P3007,2025-04-09,2.9,0.8
T415524,E2021,P3074,2025-09-24,9.2,2.2
T415525,E2126,P3012,2025-02-21,4.3,1.0
T415526,E2124,P3055,2026-09-30,2.6,1.5
T415527,E2011,P3104,2025-05-02,8.0,0.9
T415528,E2022,P3023,2025-02-01,5.2,0.5
T415529,E2111,P3075,2025-12-02,2.7,1.0
T415530,E2125,P3052,2026-04-13,10.0,0.4
T415531,E2057,P3013,2025-10-19,2.2,0.9
T415532,E2089,P3076,2026-03-07,10.0,1.2
T415533,E2131,P3071,2026-08-23,6.8,0.4
T415534,E2128,P3053,2025-06-20,3.8,0.1
T415535,E2045,P3063,2026-01-03,3.3,0.4
T415536,E2036,P3108,2025-11-04,8.5,0.3
T415537,E2087,P3074,2025-03-09,10.0,0.7
T415538,E2118,P3071,2025-05-13,4.9,2.9
T415539,E2072,P3051,2025-03-24,5.2,0.8
T415540,E2068,P3058,2025-06-25,5.2,1.7
T415541,E2103,P3027,2025-04-22,2.5,0.4
T415542,E2029,P3007,2025-12-21,4.1,0.7
T415543,E2105,P3119,2025-07-10,7.5,1.7
T415544,E2073,P3050,2026-07-25,3.1,0.2
T415545,E2119,P3024,2025-09-19,3.0,0.1
T415546,E2085,P3087,2026-09-08,10.0,2.1
T415547,E2089,P3025,2026-12-25,13.2,0.9
T415548,E2089,P3044,2025-12-05,10.0,0.1
T415549,E2076,P3036,2026-11-19,9.9,0.9
T415550,E2139,P3057,2026-02-24,7.8,0.0
T415551,E2116,P3097,2025-02-17,1.4,0.2
T415552,E2139,P3037,2025-04-30,10.0,0.2
T415553,E2053,P3106,2026-01-19,5.0,0.1
T415554,E2142,P3103,2025-11-25,4.2,2.6
T415555,E2064,P3052,2026-06-28,0.5,1.2
T415556,E2138,P3063,2025-03-26,4.3,0.6
T415557,E2031,P3007,2025-01-17,8.4,2.9
T415558,E2036,P3094,2026-06-20,2.1,0.6
T415559,E2010,P3060,2026-01-19,1.3,1.3
T415560,E2026,P3095,2026-09-16,1.0,1.9
T415561,E2020,P3109,2025-03-23,12.4,0.7
T415562,E2125,P3110,2026-06-02,9.1,0.8
T415563,E2044,P3037,2025-04-16,3.1,0.9
T415564,E2062,P3021,2026-10-22,3.3,0.8
T415565,E2079,P3098,2026-12-21,5.2,0.9
T415566,E2009,P3046,2025-05-27,4.9,1.5
T415567,E2071,P3021,2025-01-08,2.5,1.2
T415568,E2090,P3104,2025-10-01,2.0,1.8
T415569,E2024,P3084,2026-12-02,3.2,0.8
T415570,E2140,P3098,2026-11-16,1.2,3.5
T415571,E2060,P3072,2026-05-26,8.4,0.4
T415572,E2084,P3096,2025-02-07,7.7,0.1
T415573,E2120,P3052,2026-05-29,1.3,1.2
T415574,E2078,P3094,2025-08-12,8.6,1.3
T415575,E2016,P3029,2026-07-25,8.8,1.6
T415576,E2029,P3069,2026-08-10,5.4,0.5
T415577,E2119,P3094,2025-05-13,1.8,2.5
T415578,E2035,P3076,2025-12-28,2.8,2.4
T415579,E2043,P3039,2025-08-09,1.4,0.2
T415580,E2096,P3027,2026-12-25,1.3,1.3
T415581,E2119,P3117,2026-10-22,9.6,0.1
T415582,E2053,P3077,2025-03-23,4.5,0.6
T415583,E2020,P3111,2026-01-31,3.6,0.8
T415584,E2115,P3010,2025-07-04,4.2,0.4
T415585,E2008,P3036,2026-08-03,9.1,0.8
T415586,E2122,P3095,2025-09-06,2.5,0.1
T415587,E2042,P3016,2026-08-22,10.0,0.5
T415588,E2077,P3103,2025-10-10,2.3,0.6
T415589,E2070,P3109,2026-09-20,6.6,3.1
T415590,E2111,P3036,2026-03-13,5.2,0.8
T415591,E2016,P3090,2026-11-13,5.3,2.3
