Expense_ID,Project_ID,Expense_Date,Expense_Type,Amount
X601209,P3066,2026-07-18,Accommodation,75.25
X601210,P3055,2025-11-07,Training,92.22
X601211,P3063,2025-07-02,Accommodation,99.6
X601212,P3050,2025-05-02,Travel,120.78
X601213,P3070,2026-03-19,Travel,41.11
X601214,P3119,2026-10-12,Accommodation,96.56
X601215,P3069,2026-02-20,Travel,87.84
X601216,P3026,2025-10-04,Other,71.59
X601217,P3038,2025-02-11,Travel,70.23
X601218,P3083,2025-04-20,Client Event,80.63
X601219,P3006,2026-01-11,Travel,92.02
X601220,P3116,2026-06-16,Software,46.38
X601221,P3095,2026-09-22,Travel,67.05
X601222,P3065,2026-07-16,Travel,30.36
X601223,P3120,2026-08-27,Software,293.2
X601224,P3110,2026-03-06,Accommodation,22.45
X601225,P3053,2026-08-15,Travel,20.38
X601226,P3041,2026-01-12,Accommodation,22.42
X601227,P3076,2025-08-20,Software,61.33
X601228,P3093,2025-09-04,Travel,142.81
X601229,P3011,2026-05-31,Other,178.16
X601230,P3013,2026-05-17,Travel,18.66
X601231,P3119,2025-12-08,Accommodation,38.63
X601232,P3010,2025-01-29,Travel,82.22
X601233,P3031,2025-10-05,Travel,118.94
X601234,P3040,2026-07-02,Accommodation,35.93
X601235,P3001,2026-11-18,Travel,91.39
X601236,P3096,2026-06-14,Travel,24.19
X601237,P3021,2026-11-09,Other,136.19
X601238,P3104,2025-09-08,Other,22.26
X601239,P3067,2026-11-17,Travel,36.2
X601240,P3102,2026-09-11,Training,110.26
X601241,P3030,2026-10-20,Travel,51.64
X601242,P3074,2026-02-24,Other,44.68
X601243,P3070,2025-04-01,Accommodation,67.03
X601244,P3076,2026-11-29,Software,296.6
X601245,P3111,2026-06-05,Software,767.89
X601246,P3103,2025-01-28,Accommodation,60.7
X601247,P3091,2026-07-09,Accommodation,42.57
X601248,P3089,2026-08-28,Travel,16.82
X601249,P3001,2026-04-19,Client Event,97.6
X601250,P3120,2026-09-05,Client Event,172.99
X601251,P3118,2025-09-13,Accommodation,66.4
X601252,P3072,2025-05-15,Other,53.33
X601253,P3002,2025-04-13,Travel,41.46
X601254,P3100,2025-02-06,Other,76.06
X601255,P3006,2025-03-18,Travel,51.48
X601256,P3032,2025-07-02,Accommodation,55.6
X601257,P3027,2026-02-02,Accommodation,45.85
X601258,P3043,2025-03-13,Accommodation,73.07
X601259,P3027,2025-10-17,Training,68.51
X601260,P3012,2026-08-19,Client Event,272.12
X601261,P3025,2026-02-19,Travel,22.2
X601262,P3089,2025-08-14,Travel,57.62
X601263,P3074,2026-12-27,Other,101.65
X601264,P3073,2025-11-13,Travel,24.1
X601265,P3067,2025-09-08,Travel,9.23
X601266,P3066,2025-09-18,Other,12.89
X601267,P3070,2025-08-18,Training,52.19
X601268,P3011,2026-04-10,Training,185.04
X601269,P3033,2026-07-20,Other,273.96
X601270,P3026,2025-09-08,Travel,50.74
X601271,P3024,2025-09-30,Software,39.88
X601272,P3029,2026-08-11,Other,66.94
X601273,P3120,2025-11-24,Training,37.33
X601274,P3040,2026-10-17,Accommodation,94.6
X601275,P3012,2026-03-29,Software,227.92
X601276,P3007,2025-08-30,Travel,86.18
X601277,P3029,2025-01-09,Client Event,214.45
X601278,P3034,2025-03-07,Training,53.88
X601279,P3074,2026-01-22,Accommodation,13.2
X601280,P3110,2026-10-01,Other,19.76
X601281,P3115,2025-10-16,Training,317.48
X601282,P3058,2025-04-18,Software,97.25
X601283,P3062,2025-01-27,Client Event,78.18
X601284,P3093,2025-02-12,Other,414.1
X601285,P3063,2025-11-25,Client Event,124.67
X601286,P3076,2025-10-30,Travel,114.57
X601287,P3049,2026-04-20,Software,53.02
X601288,P3089,2025-03-31,Other,20.99
X601289,P3081,2026-01-01,Client Event,65.79
X601290,P3052,2025-06-18,Travel,45.23
X601291,P3033,2026-04-11,Client Event,8.11
X601292,P3110,2026-04-21,Accommodation,506.45
X601293,P3024,2026-02-18,Travel,116.99
X601294,P3086,2026-05-08,Accommodation,21.87
X601295,P3086,2025-04-04,Travel,20.86
X601296,P3092,2026-08-26,Accommodation,72.11
X601297,P3057,2026-05-11,Other,59.64
X601298,P3104,2025-08-07,Accommodation,25.28
X601299,P3034,2025-12-22,Software,53.26
X601300,P3114,2026-10-08,Travel,30.23
X601301,P3032,2025-10-13,Travel,31.04
X601302,P3100,2025-07-12,Software,43.87
X601303,P3026,2026-10-22,Travel,137.15
X601304,P3044,2026-05-07,Client Event,30.68
X601305,P3060,2026-10-26,Accommodation,327.85
X601306,P3019,2025-03-08,Software,103.5
X601307,P3056,2025-01-13,Training,102.06
X601308,P3097,2026-07-30,Software,137.62
X601309,P3030,2025-08-14,Travel,55.67
X601310,P3047,2025-08-03,Travel,81.62
X601311,P3045,2026-06-29,Other,18.24
X601312,P3037,2026-12-31,Other,71.92
X601313,P3011,2026-12-01,Software,31.54
X601314,P3003,2025-07-30,Training,45.88
X601315,P3007,2026-12-14,Software,25.73
X601316,P3021,2026-05-14,Other,107.56
X601317,P3078,2026-10-21,Training,159.96
X601318,P3082,2025-07-03,Travel,115.36
X601319,P3077,2026-04-22,Client Event,47.35
X601320,P3027,2026-10-07,Travel,75.99
X601321,P3016,2025-02-28,Travel,87.52
X601322,P3080,2026-07-07,Client Event,88.62
X601323,P3100,2025-03-10,Accommodation,23.96
X601324,P3106,2026-05-03,Software,102.51
X601325,P3071,2026-01-29,Training,160.64
X601326,P3017,2025-10-12,Accommodation,61.11
X601327,P3035,2025-04-16,Travel,18.83
X601328,P3110,2025-11-20,Travel,81.26
X601329,P3013,2025-06-20,Accommodation,82.15
X601330,P3012,2025-01-31,Travel,26.82
X601331,P3009,2026-04-20,Accommodation,112.35
X601332,P3047,2026-08-05,Accommodation,184.91
X601333,P3040,2025-08-25,Other,129.13
X601334,P3023,2026-06-14,Accommodation,21.14
X601335,P3057,2025-09-27,Training,30.79
X601336,P3022,2025-11-18,Other,72.66
X601337,P3079,2025-01-13,Accommodation,226.68
X601338,P3115,2025-02-19,Other,90.13
X601339,P3053,2025-06-09,Client Event,120.57
X601340,P3092,2025-08-18,Client Event,120.54
X601341,P3074,2025-01-30,Training,19.72
X601342,P3061,2026-04-02,Software,26.3
X601343,P3026,2026-03-29,Accommodation,23.66
X601344,P3087,2026-04-24,Travel,97.9
X601345,P3004,2025-06-22,Travel,87.72
X601346,P3070,2025-10-23,Travel,65.28
X601347,P3010,2026-12-29,Accommodation,84.59
X601348,P3067,2026-11-05,Client Event,48.18
X601349,P3106,2026-07-28,Other,56.2
X601350,P3065,2025-07-13,Other,49.14
X601351,P3055,2026-07-05,Travel,115.77
X601352,P3026,2026-02-08,Software,100.97
X601353,P3036,2025-06-25,Travel,44.98
X601354,P3043,2026-09-22,Accommodation,19.28
X601355,P3091,2025-12-31,Other,45.67
X601356,P3101,2025-07-18,Client Event,65.54
X601357,P3016,2026-07-29,Accommodation,61.04
X601358,P3060,2025-07-14,Client Event,39.87
X601359,P3007,2026-05-10,Other,28.6
X601360,P3082,2025-05-21,Software,40.91
X601361,P3009,2025-08-06,Client Event,101.41
X601362,P3059,2026-06-12,Accommodation,81.54
X601363,P3108,2026-06-04,Travel,70.7
X601364,P3018,2026-06-27,Other,375.68
X601365,P3024,2025-09-30,Travel,143.07
X601366,P3015,2025-10-10,Training,63.07
X601367,P3038,2026-08-01,Travel,145.56
X601368,P3081,2025-08-24,Client Event,23.08
X601369,P3093,2026-10-08,Travel,75.11
X601370,P3053,2026-03-17,Software,27.46
X601371,P3004,2025-04-14,Accommodation,206.3
X601372,P3018,2025-09-03,Travel,241.9
X601373,P3048,2026-06-02,Travel,88.65
X601374,P3091,2025-07-05,Accommodation,91.83
X601375,P3032,2026-08-28,Accommodation,25.54
X601376,P3015,2026-05-12,Accommodation,47.86
X601377,P3062,2025-12-25,Other,38.24
X601378,P3077,2025-12-18,Software,47.58
X601379,P3082,2026-01-14,Client Event,49.71
X601380,P3116,2026-02-22,Other,39.43
X601381,P3031,2025-04-15,Software,34.99
X601382,P3064,2025-10-25,Travel,23.77
X601383,P3109,2025-08-31,Software,182.61
X601384,P3101,2026-12-25,Accommodation,330.57
X601385,P3017,2026-08-26,Training,47.05
X601386,P3039,2026-03-08,Training,81.3
X601387,P3022,2025-05-23,Training,129.4
X601388,P3041,2025-10-26,Training,18.5
X601389,P3020,2025-01-06,Accommodation,91.58
X601390,P3014,2025-10-15,Accommodation,114.31
X601391,P3036,2026-05-15,Training,23.81
X601392,P3094,2026-11-21,Travel,58.04
X601393,P3061,2025-05-07,Client Event,46.97
X601394,P3048,2025-07-08,Client Event,71.06
X601395,P3053,2026-01-21,Training,39.83
X601396,P3103,2025-07-24,Travel,48.04
X601397,P3029,2026-06-30,Training,66.56
X601398,P3088,2026-08-05,Other,97.39
X601399,P3118,2026-11-02,Training,60.67
X601400,P3054,2026-09-06,Software,111.73
X601401,P3115,2025-05-01,Accommodation,20.56
X601402,P3095,2026-02-05,Software,60.65
X601403,P3016,2025-04-21,Travel,102.37
X601404,P3022,2025-05-02,Accommodation,33.13
X601405,P3094,2026-03-02,Accommodation,170.12
X601406,P3037,2025-02-18,Client Event,96.02
X601407,P3062,2026-08-06,Other,108.58
X601408,P3076,2026-07-21,Other,35.42
X601409,P3058,2026-12-18,Software,28.81
X601410,P3063,2025-07-26,Accommodation,66.12
X601411,P3074,2025-09-04,Other,91.22
X601412,P3067,2026-09-24,Client Event,122.37
X601413,P3111,2025-04-12,Training,32.17
X601414,P3024,2026-12-18,Accommodation,313.25
X601415,P3027,2026-04-27,Travel,64.0
X601416,P3028,2026-08-07,Accommodation,49.03
X601417,P3064,2025-06-30,Software,23.19
X601418,P3066,2026-04-17,Client Event,14.71
X601419,P3024,2025-09-24,Accommodation,191.38
X601420,P3005,2026-12-07,Accommodation,139.63
X601421,P3086,2026-09-29,Accommodation,173.89
X601422,P3089,2026-11-13,Client Event,14.67
X601423,P3103,2026-10-14,Client Event,64.41
X601424,P3044,2025-04-10,Accommodation,53.02
X601425,P3010,2026-10-28,Client Event,26.02
X601426,P3026,2025-06-16,Accommodation,153.13
X601427,P3084,2026-05-11,Travel,52.45
X601428,P3100,2025-09-01,Travel,44.95
X601429,P3028,2025-01-06,Travel,49.58
X601430,P3067,2026-11-29,Client Event,113.0
X601431,P3023,2026-05-07,Client Event,17.5
X601432,P3102,2026-10-14,Travel,128.66
X601433,P3052,2025-05-12,Travel,24.4
X601434,P3106,2026-09-10,Travel,247.24
X601435,P3019,2026-03-21,Accommodation,84.15
X601436,P3088,2025-03-25,Software,20.11
X601437,P3035,2025-12-19,Training,54.9
X601438,P3066,2025-12-30,Other,29.22
X601439,P3076,2026-01-15,Software,36.45
X601440,P3120,2025-07-25,Software,57.73
X601441,P3056,2025-12-26,Software,32.78
X601442,P3089,2025-06-09,Training,44.65
X601443,P3013,2025-03-10,Accommodation,96.43
X601444,P3051,2025-08-31,Travel,40.1
X601445,P3033,2025-10-09,Travel,49.64
X601446,P3022,2025-03-20,Travel,184.58
X601447,P3091,2025-10-14,Accommodation,9.64
X601448,P3069,2026-07-17,Other,331.14
X601449,P3063,2025-11-13,Accommodation,27.64
X601450,P3058,2026-09-24,Training,650.53
X601451,P3023,2026-05-07,Travel,210.2
X601452,P3037,2026-04-03,Other,14.93
X601453,P3003,2026-07-30,Travel,74.19
X601454,P3075,2026-03-16,Travel,58.86
X601455,P3040,2026-03-05,Travel,38.24
X601456,P3053,2026-10-03,Training,43.11
X601457,P3079,2025-03-12,Client Event,44.2
X601458,P3030,2025-05-03,Other,145.2
X601459,P3081,2025-09-25,Travel,86.09
X601460,P3084,2026-11-06,Travel,108.07
X601461,P3091,2025-04-15,Other,155.59
X601462,P3038,2025-03-06,Client Event,6.61
X601463,P3117,2026-02-23,Accommodation,85.37
X601464,P3004,2026-10-05,Training,128.12
X601465,P3006,2026-07-28,Travel,40.74
X601466,P3120,2026-07-18,Travel,141.78
X601467,P3071,2025-07-30,Software,56.46
X601468,P3119,2026-01-09,Other,49.37
X601469,P3029,2025-02-28,Software,108.66
X601470,P3030,2025-08-05,Training,97.38
X601471,P3091,2026-05-16,Training,181.32
X601472,P3005,2026-06-07,Other,48.25
X601473,P3115,2026-10-06,Accommodation,283.14
X601474,P3045,2025-11-28,Other,24.05
X601475,P3037,2025-02-07,Client Event,34.33
X601476,P3079,2026-04-07,Other,79.77
X601477,P3011,2026-03-20,Other,108.11
X601478,P3054,2025-01-23,Travel,33.74
X601479,P3115,2025-02-27,Travel,106.93
X601480,P3055,2026-11-13,Software,108.47
X601481,P3073,2025-05-13,Accommodation,95.42
X601482,P3022,2025-09-04,Client Event,16.19
X601483,P3024,2026-09-21,Accommodation,170.48
X601484,P3074,2025-03-23,Travel,485.92
X601485,P3005,2026-11-13,Other,42.28
X601486,P3045,2026-07-31,Software,14.01
X601487,P3112,2026-04-02,Client Event,119.14
X601488,P3116,2026-07-13,Accommodation,39.86
X601489,P3038,2026-08-12,Other,17.36
X601490,P3026,2026-08-17,Software,90.99
X601491,P3058,2025-07-27,Travel,47.29
X601492,P3104,2026-05-09,Accommodation,29.15
X601493,P3081,2025-06-04,Travel,111.57
X601494,P3042,2025-01-10,Accommodation,56.77
X601495,P3046,2026-12-13,Other,138.62
X601496,P3003,2026-05-06,Travel,103.79
X601497,P3109,2026-05-05,Client Event,37.93
X601498,P3083,2025-05-12,Accommodation,67.47
X601499,P3120,2026-06-13,Travel,119.94
X601500,P3009,2026-12-04,Travel,67.37
X601501,P3051,2025-07-08,Training,25.6
X601502,P3085,2026-02-11,Travel,65.21
X601503,P3080,2025-08-06,Client Event,58.31
X601504,P3111,2026-10-04,Training,26.37
X601505,P3031,2025-12-17,Accommodation,57.98
X601506,P3001,2026-09-14,Accommodation,46.14
X601507,P3042,2025-05-21,Software,86.23
X601508,P3068,2026-10-25,Software,72.69
X601509,P3056,2026-01-13,Software,26.92
X601510,P3037,2026-11-06,Travel,190.48
X601511,P3023,2025-03-01,Training,49.73
X601512,P3001,2026-08-03,Client Event,12.7
X601513,P3070,2025-04-12,Accommodation,45.9
X601514,P3120,2026-02-02,Accommodation,39.65
X601515,P3084,2025-08-06,Other,41.4
X601516,P3063,2025-04-01,Accommodation,42.12
X601517,P3016,2025-09-15,Accommodation,78.16
X601518,P3109,2026-11-06,Accommodation,145.27
X601519,P3098,2026-04-04,Travel,32.12
X601520,P3063,2025-09-19,Accommodation,54.95
X601521,P3048,2026-03-15,Accommodation,46.76
X601522,P3024,2026-12-27,Travel,30.97
X601523,P3038,2026-12-17,Accommodation,39.78
X601524,P3068,2025-10-27,Accommodation,357.07
X601525,P3023,2025-11-30,Other,34.0
X601526,P3089,2026-08-19,Client Event,161.99
X601527,P3013,2026-03-10,Travel,12.74
X601528,P3034,2026-06-26,Client Event,33.16
X601529,P3094,2026-06-06,Other,151.69
X601530,P3009,2025-06-07,Travel,74.22
X601531,P3116,2026-05-06,Software,28.19
X601532,P3104,2025-04-29,Travel,28.43
X601533,P3068,2025-12-02,Travel,87.58
X601534,P3052,2025-03-17,Software,54.07
X601535,P3065,2026-01-25,Other,37.26
X601536,P3010,2026-06-23,Training,166.04
X601537,P3070,2025-10-12,Accommodation,28.47
X601538,P3042,2025-11-04,Travel,32.24
X601539,P3112,2026-11-18,Software,46.41
X601540,P3049,2025-02-04,Accommodation,31.31
X601541,P3085,2026-05-29,Other,32.5
X601542,P3049,2025-10-28,Travel,180.96
X601543,P3035,2025-06-25,Client Event,11.97
X601544,P3092,2026-07-31,Travel,11.5
X601545,P3106,2026-07-17,Travel,44.29
X601546,P3107,2026-01-16,Other,23.93
X601547,P3059,2025-07-19,Accommodation,25.62
X601548,P3101,2026-05-31,Software,58.57
X601549,P3052,2025-07-08,Travel,15.53
X601550,P3087,2026-09-24,Travel,35.86
X601551,P3055,2026-08-18,Other,16.29
X601552,P3116,2026-01-26,Accommodation,45.01
X601553,P3086,2026-05-01,Travel,33.09
X601554,P3019,2026-05-12,Travel,65.64
X601555,P3019,2025-09-12,Client Event,103.7
X601556,P3002,2025-02-15,Accommodation,57.79
X601557,P3077,2025-11-08,Other,29.3
X601558,P3076,2026-02-24,Client Event,186.03
X601559,P3089,2025-02-25,Accommodation,29.91
X601560,P3008,2025-01-25,Other,24.78
X601561,P3083,2026-07-21,Software,68.48
X601562,P3065,2025-10-07,Accommodation,34.02
X601563,P3022,2025-04-18,Accommodation,50.24
X601564,P3089,2025-05-25,Accommodation,144.62
X601565,P3064,2026-10-30,Client Event,90.7
X601566,P3031,2026-05-28,Travel,63.28
X601567,P3033,2025-02-19,Other,80.3
X601568,P3067,2026-07-15,Accommodation,134.85
X601569,P3081,2026-01-08,Training,25.62
X601570,P3119,2025-05-16,Client Event,237.67
X601571,P3050,2026-11-22,Training,69.69
X601572,P3002,2025-09-22,Other,96.54
X601573,P3058,2026-01-23,Travel,59.56
X601574,P3047,2026-03-17,Software,121.65
X601575,P3077,2026-01-06,Software,157.18
X601576,P3050,2026-09-22,Accommodation,240.08
X601577,P3034,2026-10-29,Other,230.67
X601578,P3094,2026-10-12,Travel,46.62
X601579,P3030,2025-04-14,Training,32.67
X601580,P3026,2025-07-30,Software,62.59
X601581,P3036,2025-12-13,Accommodation,81.32
X601582,P3040,2026-06-14,Travel,61.03
X601583,P3101,2026-07-02,Other,133.92
X601584,P3047,2026-05-01,Travel,67.13
X601585,P3092,2025-08-18,Accommodation,57.91
X601586,P3097,2025-08-30,Accommodation,33.26
X601587,P3078,2025-09-10,Travel,39.58
X601588,P3047,2026-03-20,Travel,38.48
X601589,P3106,2025-04-26,Travel,37.5
X601590,P3120,2026-11-11,Software,170.52
X601591,P3109,2026-03-11,Travel,217.95
X601592,P3091,2025-04-05,Travel,35.57
X601593,P3033,2026-01-13,Other,33.42
X601594,P3116,2026-10-14,Software,34.82
X601595,P3096,2025-02-06,Travel,171.15
X601596,P3037,2025-06-14,Software,19.12
X601597,P3110,2026-07-03,Accommodation,31.09
X601598,P3116,2025-02-03,Travel,131.12
X601599,P3112,2025-10-06,Accommodation,777.93
X601600,P3025,2025-11-09,Training,53.01
X601601,P3084,2026-12-16,Travel,16.18
X601602,P3083,2025-07-13,Travel,84.6
X601603,P3067,2026-03-11,Other,127.48
X601604,P3075,2025-04-01,Training,83.0
X601605,P3086,2025-11-03,Other,12.14
X601606,P3046,2025-03-30,Training,87.64
X601607,P3093,2025-09-28,Accommodation,42.9
X601608,P3080,2026-05-13,Other,36.22
X601609,P3004,2026-04-13,Training,32.11
X601610,P3041,2025-04-21,Travel,36.66
X601611,P3101,2026-03-20,Travel,42.29
X601612,P3054,2026-03-28,Travel,39.06
X601613,P3002,2025-07-23,Other,35.48
X601614,P3038,2025-06-11,Other,109.32
X601615,P3072,2026-11-10,Software,104.83
X601616,P3069,2026-09-20,Software,32.05
X601617,P3063,2026-01-01,Travel,100.42
X601618,P3054,2026-01-11,Software,52.6
X601619,P3047,2026-09-06,Software,54.39
X601620,P3114,2026-02-13,Travel,167.46
X601621,P3024,2026-05-27,Travel,132.01
X601622,P3085,2025-06-16,Travel,44.78
X601623,P3022,2025-03-14,Training,83.19
X601624,P3027,2026-01-16,Software,72.95
X601625,P3060,2025-05-20,Travel,33.1
X601626,P3103,2026-08-20,Training,94.19
X601627,P3026,2026-05-24,Other,108.26
X601628,P3038,2025-07-10,Software,27.75
X601629,P3065,2025-08-11,Travel,123.58
X601630,P3114,2025-11-15,Accommodation,346.44
X601631,P3094,2026-05-28,Travel,66.08
X601632,P3053,2026-09-25,Other,21.55
X601633,P3022,2025-07-22,Other,42.02
X601634,P3050,2026-05-01,Client Event,41.77
X601635,P3056,2025-07-24,Client Event,23.78
X601636,P3022,2025-10-12,Other,45.16
X601637,P3074,2025-04-27,Travel,29.25
X601638,P3025,2026-05-21,Travel,45.89
X601639,P3112,2025-06-17,Travel,123.18
X601640,P3066,2025-05-28,Travel,142.67
X601641,P3079,2026-05-13,Travel,151.26
X601642,P3075,2025-11-26,Other,13.86
X601643,P3072,2025-07-22,Software,40.32
X601644,P3026,2026-12-07,Accommodation,43.07
X601645,P3079,2026-11-04,Other,68.11
X601646,P3089,2025-08-07,Travel,87.2
X601647,P3023,2026-04-05,Software,59.95
X601648,P3067,2025-03-31,Travel,189.4
X601649,P3033,2025-11-29,Other,47.65
X601650,P3074,2025-01-10,Software,73.81
X601651,P3033,2026-02-27,Software,24.2
X601652,P3103,2025-12-11,Software,101.04
X601653,P3007,2025-05-25,Accommodation,86.75
X601654,P3011,2026-09-25,Accommodation,298.86
X601655,P3033,2025-05-10,Client Event,125.24
X601656,P3035,2025-05-04,Other,125.59
X601657,P3104,2026-08-01,Software,115.01
X601658,P3095,2025-04-17,Training,31.34
X601659,P3092,2026-11-01,Training,124.17
X601660,P3091,2025-04-16,Travel,17.02
X601661,P3024,2025-03-02,Other,19.01
X601662,P3016,2025-03-21,Training,27.18
X601663,P3072,2026-11-25,Training,56.46
X601664,P3099,2025-09-27,Other,15.2
X601665,P3009,2025-04-15,Travel,38.35
X601666,P3002,2026-10-05,Software,41.64
X601667,P3007,2025-04-30,Software,291.95
X601668,P3045,2026-02-22,Travel,86.12
X601669,P3001,2026-06-11,Other,47.04
X601670,P3113,2025-05-31,Travel,6.91
X601671,P3072,2026-03-27,Accommodation,50.48
X601672,P3109,2025-08-17,Travel,260.28
X601673,P3019,2026-02-24,Travel,58.81
X601674,P3065,2026-04-27,Travel,39.47
X601675,P3105,2025-07-23,Software,82.0
X601676,P3107,2026-03-08,Client Event,79.63
X601677,P3073,2026-04-11,Travel,31.71
X601678,P3077,2026-12-06,Software,23.1
X601679,P3063,2026-07-03,Training,448.27
X601680,P3040,2025-06-21,Accommodation,116.39
X601681,P3088,2025-10-21,Travel,28.27
X601682,P3029,2025-11-08,Accommodation,120.07
X601683,P3049,2025-03-09,Training,122.46
X601684,P3114,2025-01-26,Software,36.36
X601685,P3098,2025-10-02,Software,55.43
X601686,P3090,2025-01-09,Software,48.63
X601687,P3078,2025-05-22,Travel,87.41
X601688,P3056,2026-06-26,Travel,15.74
X601689,P3008,2026-01-16,Software,94.57
X601690,P3095,2026-09-30,Travel,79.97
X601691,P3049,2025-06-28,Accommodation,122.49
X601692,P3021,2026-03-22,Accommodation,309.25
X601693,P3070,2025-09-11,Travel,48.86
X601694,P3072,2026-03-08,Training,72.36
X601695,P3050,2025-02-23,Client Event,59.29
X601696,P3024,2026-06-18,Client Event,70.68
X601697,P3052,2025-10-04,Accommodation,125.83
X601698,P3116,2026-01-18,Software,21.18
X601699,P3044,2026-11-30,Training,11.98
X601700,P3061,2026-01-08,Travel,29.46
X601701,P3099,2025-11-27,Accommodation,164.04
X601702,P3070,2025-01-16,Other,61.54
X601703,P3110,2025-02-09,Software,192.64
X601704,P3021,2026-07-01,Travel,73.95
X601705,P3004,2026-09-19,Accommodation,55.99
X601706,P3050,2026-03-31,Software,50.77
X601707,P3012,2026-08-04,Other,28.79
X601708,P3021,2026-05-21,Software,71.49
X601709,P3042,2025-04-18,Other,341.39
X601710,P3091,2025-01-22,Other,95.63
X601711,P3044,2026-07-16,Software,36.14
X601712,P3032,2025-07-28,Travel,20.91
X601713,P3117,2025-10-02,Client Event,219.01
X601714,P3083,2025-01-04,Travel,640.54
X601715,P3107,2026-06-20,Software,123.4
X601716,P3084,2026-06-20,Accommodation,62.86
X601717,P3101,2025-12-31,Travel,246.87
X601718,P3052,2025-03-04,Accommodation,173.78
X601719,P3113,2025-11-08,Travel,99.47
X601720,P3046,2025-08-15,Travel,79.54
X601721,P3110,2025-04-17,Training,161.94
X601722,P3117,2025-12-08,Accommodation,19.09
X601723,P3119,2026-02-20,Travel,12.53
X601724,P3079,2025-12-14,Travel,76.45
X601725,P3040,2025-01-22,Client Event,101.94
X601726,P3097,2025-04-30,Travel,30.84
X601727,P3016,2026-04-12,Training,37.73
X601728,P3014,2025-04-08,Travel,103.23
X601729,P3111,2026-12-04,Travel,101.34
X601730,P3099,2025-01-04,Accommodation,65.95
X601731,P3084,2025-01-04,Accommodation,153.4
X601732,P3107,2026-04-18,Client Event,59.08
X601733,P3026,2026-04-03,Training,114.13
X601734,P3112,2025-10-29,Travel,21.63
X601735,P3105,2026-05-10,Accommodation,34.7
X601736,P3003,2025-11-27,Travel,47.02
X601737,P3017,2026-01-24,Client Event,46.16
X601738,P3018,2025-02-03,Travel,38.89
X601739,P3112,2025-02-05,Travel,72.24
X601740,P3061,2025-01-11,Travel,16.52
X601741,P3055,2025-10-21,Travel,57.69
X601742,P3051,2025-10-09,Travel,64.65
X601743,P3093,2025-07-03,Accommodation,69.01
X601744,P3090,2026-01-12,Training,68.01
X601745,P3003,2025-06-14,Travel,62.15
X601746,P3082,2026-12-06,Travel,37.19
X601747,P3055,2025-10-06,Client Event,109.44
X601748,P3096,2025-09-05,Software,98.43
X601749,P3041,2025-02-05,Accommodation,91.48
X601750,P3087,2025-02-19,Software,33.2
X601751,P3046,2026-08-13,Travel,250.96
X601752,P3088,2026-05-13,Software,14.04
X601753,P3101,2025-11-26,Travel,30.85
X601754,P3112,2026-05-26,Travel,44.65
X601755,P3022,2025-02-28,Accommodation,312.2
X601756,P3107,2026-04-11,Accommodation,123.39
X601757,P3046,2025-08-08,Travel,54.98
X601758,P3019,2025-04-12,Client Event,228.2
X601759,P3008,2026-04-08,Accommodation,17.07
X601760,P3107,2025-05-28,Training,44.41
X601761,P3089,2025-02-01,Travel,88.02
X601762,P3120,2025-05-30,Other,77.56
X601763,P3062,2025-03-25,Training,20.72
X601764,P3099,2026-03-09,Other,41.93
X601765,P3045,2026-01-18,Client Event,280.33
X601766,P3075,2026-12-13,Training,38.92
X601767,P3092,2025-08-14,Client Event,143.58
X601768,P3040,2026-11-28,Training,67.14
X601769,P3093,2026-12-16,Other,169.14
X601770,P3041,2025-03-23,Client Event,63.04
X601771,P3031,2025-08-09,Other,8.5
X601772,P3082,2026-04-22,Accommodation,110.87
X601773,P3003,2026-07-28,Other,32.66
X601774,P3008,2025-11-06,Other,39.49
X601775,P3007,2026-12-17,Training,24.32
X601776,P3008,2025-07-13,Travel,20.08
X601777,P3030,2025-12-27,Travel,28.63
X601778,P3066,2025-02-01,Travel,66.8
X601779,P3084,2025-02-27,Travel,75.9
X601780,P3095,2025-10-22,Client Event,164.8
X601781,P3026,2025-09-25,Software,111.56
X601782,P3097,2025-04-29,Other,76.84
X601783,P3090,2026-06-22,Software,165.22
X601784,P3060,2025-03-30,Accommodation,40.94
X601785,P3104,2026-03-24,Client Event,77.02
X601786,P3119,2025-08-02,Training,173.4
X601787,P3087,2025-12-15,Training,59.3
X601788,P3093,2026-05-09,Other,30.11
X601789,P3074,2025-08-21,Other,70.94
X601790,P3008,2026-11-25,Software,11.61
X601791,P3041,2026-04-01,Travel,189.25
X601792,P3007,2026-08-01,Accommodation,353.61
X601793,P3091,2026-06-10,Accommodation,106.98
X601794,P3111,2025-07-03,Travel,53.08
X601795,P3071,2025-07-14,Software,39.07
X601796,P3077,2026-05-12,Accommodation,47.52
X601797,P3052,2026-12-09,Client Event,34.27
X601798,P3098,2026-07-17,Training,230.69
X601799,P3076,2026-03-06,Travel,5.69
X601800,P3015,2026-03-26,Accommodation,55.3
X601801,P3106,2026-03-08,Travel,85.51
X601802,P3037,2026-09-12,Client Event,45.33
X601803,P3056,2026-05-31,Software,37.04
X601804,P3063,2025-12-16,Travel,77.11
X601805,P3051,2026-01-30,Other,40.67
X601806,P3045,2025-04-24,Accommodation,138.1
X601807,P3014,2026-02-15,Software,42.55
X601808,P3119,2026-03-17,Accommodation,48.86
X601809,P3103,2026-12-28,Travel,50.83
X601810,P3006,2025-07-27,Accommodation,145.89
X601811,P3046,2026-08-22,Other,32.51
X601812,P3018,2025-10-02,Accommodation,36.49
