Invoice_ID,Project_ID,Invoice_Date,Billing_Rate,Billed_Hours,Billed_Amount,Discount,Invoice_Status
I500815,P3117,2026-08-29,109.99,135,12621.35,0.15,Overdue
I500816,P3091,2025-10-21,83.58,36,2918.61,0.03,Paid
I500817,P3120,2025-05-30,114.8,50,5740.0,0.0,Pending
I500818,P3066,2025-05-24,149.94,376,54686.12,0.03,Pending
I500819,P3085,2026-02-08,157.9,244,38527.6,0.0,Paid
I500820,P3013,2025-11-18,130.42,275,35865.5,0.0,Paid
I500821,P3055,2025-02-23,144.74,362,49776.09,0.05,Paid
I500822,P3064,2025-06-15,77.94,319,23619.72,0.05,Overdue
I500823,P3007,2026-04-27,80.6,48,3675.36,0.05,Paid
I500824,P3035,2025-04-11,145.79,321,44458.66,0.05,Paid
I500825,P3008,2026-04-18,133.89,168,21368.84,0.05,Paid
I500826,P3117,2025-11-14,108.72,235,24271.74,0.05,Paid
I500827,P3005,2025-03-14,167.75,307,51499.25,0.0,Paid
I500828,P3048,2026-01-04,148.77,430,62051.97,0.03,Paid
I500829,P3030,2026-05-22,106.34,209,22225.06,0.0,Overdue
I500830,P3080,2025-08-06,93.91,34,2714.0,0.15,Paid
I500831,P3105,2026-10-12,128.69,271,31387.49,0.1,Overdue
I500832,P3011,2025-05-22,156.49,408,63847.92,0.0,Disputed
I500833,P3101,2026-11-21,140.36,295,41406.2,0.0,Paid
I500834,P3022,2026-09-26,139.76,190,26554.4,0.0,Disputed
I500835,P3049,2026-03-14,110.29,282,31101.78,0.0,Paid
I500836,P3014,2026-01-13,94.96,245,19775.42,0.15,Pending
I500837,P3098,2026-11-22,70.56,458,30700.66,0.05,Paid
I500838,P3059,2026-10-09,94.3,216,20368.8,0.0,Paid
I500839,P3037,2025-12-31,101.3,304,29871.34,0.03,Disputed
I500840,P3016,2025-01-28,121.43,279,28797.12,0.15,Paid
I500841,P3031,2025-10-28,101.36,398,36307.15,0.1,Paid
I500842,P3042,2025-09-04,138.28,310,40723.46,0.05,Overdue
I500843,P3099,2025-03-01,113.82,50,5121.9,0.1,Paid
I500844,P3116,2025-11-14,124.53,487,54581.5,0.1,Paid
I500845,P3032,2026-03-21,145.03,419,60767.57,0.0,Paid
I500846,P3052,2025-03-30,72.89,46,3352.94,0.0,Paid
I500847,P3061,2026-04-18,160.77,346,53957.63,0.03,Paid
I500848,P3087,2025-06-25,138.09,447,55553.61,0.1,Paid
I500849,P3010,2026-05-27,78.05,219,16238.3,0.05,Paid
I500850,P3061,2026-07-30,146.37,247,36153.39,0.0,Overdue
I500851,P3034,2025-03-23,150.19,89,12698.56,0.05,Paid
I500852,P3051,2026-07-03,163.32,493,72465.08,0.1,Paid
I500853,P3023,2025-04-24,152.87,194,29656.78,0.0,Disputed
I500854,P3008,2026-03-16,113.26,466,47501.24,0.1,Paid
I500855,P3036,2026-04-19,169.17,78,13195.26,0.0,Paid
I500856,P3034,2026-07-27,116.9,215,25133.5,0.0,Pending
I500857,P3025,2026-02-16,142.37,190,27050.3,0.0,Paid
I500858,P3050,2026-03-20,172.93,231,33954.81,0.15,Paid
I500859,P3037,2025-06-05,175.46,346,58887.89,0.03,Overdue
I500860,P3030,2025-03-21,92.39,379,29763.44,0.15,Paid
I500861,P3074,2025-02-03,168.59,315,47795.26,0.1,Pending
I500862,P3114,2026-06-28,92.28,39,3059.08,0.15,Overdue
I500863,P3030,2025-04-07,146.83,99,14100.08,0.03,Paid
I500864,P3027,2026-05-18,103.31,298,30786.38,0.0,Paid
I500865,P3064,2025-06-06,143.64,445,63919.8,0.0,Paid
I500866,P3056,2025-08-02,144.12,240,33551.14,0.03,Paid
I500867,P3118,2025-08-18,88.85,394,31506.21,0.1,Pending
I500868,P3086,2026-09-13,153.59,386,59285.74,0.0,Disputed
I500869,P3077,2026-07-20,95.45,144,13744.8,0.0,Paid
I500870,P3059,2026-08-05,102.86,20,2057.2,0.0,Paid
I500871,P3080,2026-04-11,122.06,413,47890.24,0.05,Overdue
I500872,P3066,2026-08-16,111.69,83,9270.27,0.0,Overdue
I500873,P3060,2025-05-14,136.99,192,22356.77,0.15,Paid
I500874,P3036,2026-07-03,144.94,349,42996.45,0.15,Disputed
I500875,P3023,2025-06-04,165.65,317,49885.5,0.05,Overdue
I500876,P3068,2025-07-29,119.01,226,26896.26,0.0,Paid
I500877,P3088,2025-10-20,161.28,97,15644.16,0.0,Overdue
I500878,P3111,2025-11-29,86.84,106,9205.04,0.0,Paid
I500879,P3018,2026-09-15,173.05,332,54579.97,0.05,Paid
I500880,P3057,2026-05-05,104.37,492,49809.54,0.03,Pending
I500881,P3070,2026-11-24,110.69,201,21581.23,0.03,Paid
I500882,P3059,2025-04-24,129.53,272,33470.55,0.05,Overdue
I500883,P3089,2025-08-13,82.22,367,27157.27,0.1,Paid
I500884,P3088,2026-02-28,137.79,162,20089.78,0.1,Paid
I500885,P3026,2025-02-05,86.01,35,3010.35,0.0,Pending
I500886,P3070,2026-08-30,123.56,178,20894.0,0.05,Paid
I500887,P3052,2025-03-31,133.16,84,10626.17,0.05,Paid
I500888,P3036,2026-12-18,132.75,187,24824.25,0.0,Paid
I500889,P3088,2025-03-13,137.08,184,25222.72,0.0,Overdue
I500890,P3002,2025-10-07,175.01,57,9975.57,0.0,Paid
I500891,P3015,2025-06-07,135.3,210,28413.0,0.0,Paid
I500892,P3086,2026-02-11,144.22,138,17912.12,0.1,Disputed
I500893,P3002,2026-09-12,167.09,281,42257.06,0.1,Paid
I500894,P3090,2026-09-24,99.78,196,19556.88,0.0,Paid
I500895,P3057,2026-03-06,179.94,163,29330.22,0.0,Pending
I500896,P3100,2026-11-01,83.4,388,27505.32,0.15,Paid
I500897,P3085,2026-08-07,109.99,318,33227.98,0.05,Disputed
I500898,P3064,2025-12-15,89.67,250,21744.98,0.03,Overdue
I500899,P3083,2025-02-21,148.51,192,24236.83,0.15,Disputed
I500900,P3006,2026-04-10,172.41,494,85170.54,0.0,Paid
I500901,P3047,2025-07-09,97.6,172,16787.2,0.0,Overdue
I500902,P3018,2025-03-15,102.22,341,34857.02,0.0,Paid
I500903,P3041,2026-09-29,82.8,455,36543.78,0.03,Pending
I500904,P3055,2025-03-18,109.99,167,15613.08,0.15,Paid
I500905,P3014,2026-08-15,91.06,394,35877.64,0.0,Paid
I500906,P3029,2026-05-05,105.53,333,34087.25,0.03,Paid
I500907,P3088,2026-03-19,138.16,39,5118.83,0.05,Paid
I500908,P3040,2025-10-19,112.82,340,38358.8,0.0,Paid
I500909,P3010,2025-12-29,80.08,306,24504.48,0.0,Pending
I500910,P3004,2025-10-11,89.48,187,15896.12,0.05,Paid
I500911,P3053,2026-03-31,122.17,145,17714.65,0.0,Paid
I500912,P3095,2025-06-16,139.71,298,35388.54,0.15,Paid
I500913,P3008,2026-10-28,83.02,303,25155.06,0.0,Paid
I500914,P3042,2026-12-09,151.26,75,11344.5,0.0,Overdue
I500915,P3072,2026-10-04,109.4,445,48683.0,0.0,Paid
I500916,P3001,2025-03-12,104.45,352,36766.4,0.0,Pending
I500917,P3037,2025-08-13,129.69,39,5057.91,0.0,Paid
I500918,P3073,2026-07-23,79.3,194,14614.99,0.05,Paid
I500919,P3074,2025-06-24,134.1,82,10666.31,0.03,Paid
I500920,P3115,2026-04-13,108.33,380,41165.4,0.0,Paid
I500921,P3002,2025-05-14,144.56,81,11709.36,0.0,Disputed
I500922,P3043,2026-06-10,89.91,173,13998.99,0.1,Paid
I500923,P3076,2026-06-12,130.72,149,17529.55,0.1,Overdue
I500924,P3099,2025-08-23,105.26,310,32630.6,0.0,Pending
I500925,P3015,2025-06-02,176.59,154,25835.12,0.05,Pending
I500926,P3066,2025-03-29,112.91,277,31276.07,0.0,Paid
I500927,P3021,2026-09-22,160.85,24,3744.59,0.03,Paid
I500928,P3100,2025-08-14,80.27,256,20549.12,0.0,Overdue
I500929,P3094,2026-08-31,78.67,215,16914.05,0.0,Pending
I500930,P3097,2026-04-19,157.15,428,60534.18,0.1,Paid
I500931,P3119,2025-02-02,175.52,235,41247.2,0.0,Pending
I500932,P3065,2026-09-08,113.35,98,9997.47,0.1,Disputed
I500933,P3092,2026-03-10,171.58,278,45314.28,0.05,Paid
I500934,P3026,2026-03-29,96.33,283,25898.32,0.05,Paid
I500935,P3033,2026-09-06,175.64,52,8676.62,0.05,Paid
I500936,P3017,2025-06-28,144.65,457,66105.05,0.0,Paid
I500937,P3030,2026-01-12,169.85,192,29350.08,0.1,Paid
I500938,P3097,2026-07-16,163.21,111,15398.86,0.15,Pending
I500939,P3070,2025-02-06,83.47,457,38145.79,0.0,Paid
I500940,P3062,2026-03-12,84.33,162,13661.46,0.0,Paid
I500941,P3032,2026-01-13,118.31,144,15332.98,0.1,Disputed
I500942,P3084,2025-12-24,76.94,434,30052.76,0.1,Paid
I500943,P3041,2026-06-11,119.65,157,18785.05,0.0,Paid
I500944,P3084,2025-08-29,110.17,400,42745.96,0.03,Paid
I500945,P3083,2026-10-02,85.52,385,29632.68,0.1,Paid
I500946,P3074,2026-08-22,161.02,128,20610.56,0.0,Paid
I500947,P3111,2026-03-12,151.81,213,29101.98,0.1,Overdue
I500948,P3042,2025-03-08,145.48,450,65466.0,0.0,Paid
I500949,P3044,2025-07-02,105.26,87,8241.86,0.1,Paid
I500950,P3114,2025-02-04,140.13,234,31806.71,0.03,Paid
I500951,P3035,2025-09-04,85.7,329,28195.3,0.0,Paid
I500952,P3111,2026-05-20,163.04,382,59167.22,0.05,Pending
I500953,P3041,2026-07-14,89.41,227,20296.07,0.0,Paid
I500954,P3076,2026-06-18,119.57,219,23567.25,0.1,Paid
I500955,P3038,2025-08-12,92.31,200,15692.7,0.15,Paid
I500956,P3001,2026-06-14,162.91,280,43334.06,0.05,Pending
I500957,P3043,2025-03-10,131.33,116,15234.28,0.0,Overdue
I500958,P3010,2026-11-15,166.45,443,66363.61,0.1,Pending
I500959,P3049,2026-09-16,80.61,432,34823.52,0.0,Paid
I500960,P3075,2026-08-07,86.0,59,4921.78,0.03,Paid
I500961,P3060,2026-12-09,78.59,490,38509.1,0.0,Paid
I500962,P3034,2025-10-21,102.3,65,6450.02,0.03,Paid
I500963,P3092,2026-01-09,161.1,285,45913.5,0.0,Paid
I500964,P3024,2026-06-03,127.56,315,34154.19,0.15,Pending
I500965,P3097,2026-12-19,83.97,25,1889.32,0.1,Paid
I500966,P3037,2025-04-21,177.63,151,24139.92,0.1,Pending
I500967,P3088,2025-05-11,92.76,156,14036.44,0.03,Pending
I500968,P3117,2026-04-18,96.28,38,3658.64,0.0,Paid
I500969,P3020,2026-07-21,143.0,146,20878.0,0.0,Paid
I500970,P3032,2025-05-11,128.71,418,53800.78,0.0,Paid
I500971,P3099,2026-04-24,73.04,28,1942.86,0.05,Pending
I500972,P3079,2026-07-01,177.67,130,23097.1,0.0,Paid
I500973,P3039,2026-05-22,79.16,400,28497.6,0.1,Paid
I500974,P3051,2025-06-29,175.24,310,54324.4,0.0,Overdue
I500975,P3085,2025-11-02,104.04,220,20599.92,0.1,Pending
I500976,P3069,2026-09-30,140.93,86,10301.98,0.15,Paid
I500977,P3025,2026-09-29,70.71,312,22061.52,0.0,Paid
I500978,P3078,2025-12-23,140.92,286,40303.12,0.0,Paid
I500979,P3032,2025-04-19,178.54,195,34815.3,0.0,Paid
I500980,P3087,2026-05-27,175.25,335,55773.31,0.05,Pending
I500981,P3022,2025-06-18,96.41,243,23427.63,0.0,Paid
I500982,P3004,2025-12-07,99.76,478,47685.28,0.0,Paid
I500983,P3079,2025-12-08,77.25,193,14163.79,0.05,Overdue
I500984,P3045,2026-05-02,154.44,344,51533.54,0.03,Paid
I500985,P3112,2025-03-28,125.23,337,40092.38,0.05,Overdue
I500986,P3113,2025-07-14,127.2,191,24295.2,0.0,Overdue
I500987,P3103,2026-09-09,106.61,292,31130.12,0.0,Paid
I500988,P3050,2026-07-18,147.26,351,51688.26,0.0,Disputed
I500989,P3021,2026-10-27,99.82,271,27051.22,0.0,Paid
I500990,P3112,2025-06-07,80.06,429,29193.88,0.15,Paid
I500991,P3014,2025-04-20,164.9,271,43347.26,0.03,Paid
I500992,P3012,2026-08-06,142.3,429,61046.7,0.0,Pending
I500993,P3015,2026-01-01,112.64,160,17121.28,0.05,Paid
I500994,P3044,2025-12-18,148.54,482,68016.47,0.05,Paid
I500995,P3064,2025-02-13,156.87,465,69297.32,0.05,Pending
I500996,P3053,2025-04-18,146.92,448,65820.16,0.0,Paid
I500997,P3055,2026-06-30,151.53,334,43019.37,0.15,Pending
I500998,P3035,2026-02-17,167.95,22,3694.9,0.0,Paid
I500999,P3035,2025-11-24,147.82,99,14634.18,0.0,Paid
I501000,P3049,2026-11-05,131.11,429,54558.8,0.03,Pending
I501001,P3003,2026-08-01,101.13,261,25075.18,0.05,Paid
I501002,P3037,2025-08-24,158.49,22,2963.76,0.15,Pending
I501003,P3016,2025-10-08,128.83,31,3594.36,0.1,Disputed
I501004,P3098,2026-03-23,173.21,488,80300.16,0.05,Overdue
I501005,P3052,2025-10-21,164.47,395,61717.37,0.05,Paid
I501006,P3107,2026-08-04,99.61,200,19922.0,0.0,Paid
I501007,P3064,2025-12-24,158.54,67,9028.85,0.15,Paid
I501008,P3067,2026-03-11,130.33,74,8679.98,0.1,Paid
I501009,P3044,2026-08-22,138.99,66,8714.67,0.05,Paid
I501010,P3001,2025-11-11,94.28,258,23594.51,0.03,Paid
I501011,P3117,2026-06-13,116.27,193,20196.1,0.1,Paid
I501012,P3034,2025-04-19,99.0,352,29620.8,0.15,Pending
I501013,P3037,2026-02-23,70.78,219,13175.7,0.15,Pending
I501014,P3016,2026-08-26,172.55,136,22762.8,0.03,Disputed
I501015,P3037,2025-11-17,118.25,352,40375.28,0.03,Disputed
I501016,P3004,2026-01-23,86.77,340,29501.8,0.0,Paid
I501017,P3111,2025-10-15,111.77,352,39343.04,0.0,Paid
I501018,P3047,2026-08-28,123.17,185,19368.48,0.15,Paid
I501019,P3093,2025-07-25,127.41,422,51078.67,0.05,Paid
I501020,P3023,2026-09-28,92.36,20,1847.2,0.0,Pending
I501021,P3027,2026-08-11,133.96,470,62961.2,0.0,Overdue
I501022,P3009,2025-02-16,146.49,93,13623.57,0.0,Paid
I501023,P3027,2025-12-22,131.26,420,46859.82,0.15,Paid
I501024,P3094,2026-02-27,81.11,447,36256.17,0.0,Overdue
I501025,P3105,2025-06-20,172.73,44,7220.11,0.05,Pending
I501026,P3067,2026-09-30,150.15,44,6606.6,0.0,Disputed
I501027,P3109,2025-02-26,95.18,441,35678.22,0.15,Overdue
I501028,P3057,2026-02-05,137.28,339,46537.92,0.0,Paid
I501029,P3101,2026-03-25,167.34,234,37199.68,0.05,Paid
I501030,P3102,2026-09-12,176.84,302,48065.11,0.1,Paid
I501031,P3052,2026-01-10,135.4,81,10419.03,0.05,Pending
I501032,P3079,2025-11-02,154.57,421,61820.27,0.05,Paid
I501033,P3080,2025-04-08,76.64,274,20999.36,0.0,Overdue
I501034,P3002,2026-05-20,169.33,445,73091.29,0.03,Paid
I501035,P3049,2025-07-08,134.07,451,54419.01,0.1,Pending
I501036,P3083,2025-12-07,84.98,484,41130.32,0.0,Paid
I501037,P3051,2026-05-28,97.2,170,15697.8,0.05,Paid
I501038,P3110,2026-08-26,108.13,493,50642.69,0.05,Disputed
I501039,P3047,2026-08-08,105.39,254,24092.15,0.1,Overdue
I501040,P3096,2025-04-28,155.51,191,29702.41,0.0,Pending
I501041,P3037,2025-12-25,116.83,391,45680.53,0.0,Pending
I501042,P3014,2026-05-29,129.63,256,33185.28,0.0,Paid
I501043,P3054,2026-08-20,95.2,334,30842.9,0.03,Paid
I501044,P3028,2025-10-26,97.78,415,34491.89,0.15,Paid
I501045,P3038,2026-10-19,93.1,373,34726.3,0.0,Paid
I501046,P3007,2025-10-01,110.85,147,16294.95,0.0,Pending
I501047,P3025,2026-01-26,156.61,399,62487.39,0.0,Pending
I501048,P3091,2025-06-05,138.74,275,37008.89,0.03,Paid
I501049,P3071,2025-11-17,90.95,246,22373.7,0.0,Paid
I501050,P3010,2026-08-25,168.39,463,75625.63,0.03,Paid
I501051,P3058,2026-07-13,145.28,167,24261.76,0.0,Pending
I501052,P3102,2026-01-08,177.17,55,9744.35,0.0,Paid
I501053,P3098,2026-07-13,124.96,381,47609.76,0.0,Disputed
I501054,P3084,2025-06-16,157.85,364,48838.79,0.15,Paid
I501055,P3082,2026-07-10,163.59,277,45314.43,0.0,Pending
I501056,P3004,2026-11-14,109.62,309,30485.32,0.1,Overdue
I501057,P3096,2025-11-01,104.19,203,20093.04,0.05,Paid
I501058,P3007,2025-05-18,150.68,234,35259.12,0.0,Pending
I501059,P3097,2026-08-16,90.62,435,35477.73,0.1,Paid
I501060,P3005,2025-09-22,91.1,496,45185.6,0.0,Paid
I501061,P3085,2025-12-14,151.94,236,35857.84,0.0,Overdue
I501062,P3009,2025-06-03,171.62,109,18145.38,0.03,Disputed
I501063,P3080,2026-02-09,136.1,105,13575.97,0.05,Paid
I501064,P3038,2026-05-03,170.21,333,56679.93,0.0,Paid
I501065,P3085,2026-07-08,127.2,170,21624.0,0.0,Paid
I501066,P3019,2026-04-27,148.46,53,7868.38,0.0,Overdue
I501067,P3052,2025-09-07,91.69,472,38949.91,0.1,Overdue
I501068,P3021,2026-11-25,113.27,455,51537.85,0.0,Overdue
I501069,P3037,2026-11-19,76.0,117,7558.2,0.15,Paid
I501070,P3074,2026-02-28,148.17,389,54756.22,0.05,Paid
I501071,P3024,2026-06-29,131.13,218,27157.02,0.05,Paid
I501072,P3014,2026-05-07,81.03,210,17016.3,0.0,Paid
I501073,P3043,2025-12-16,138.8,227,30562.37,0.03,Overdue
I501074,P3108,2025-01-15,174.58,218,32349.67,0.15,Paid
I501075,P3060,2025-06-27,131.75,328,43214.0,0.0,Paid
I501076,P3114,2026-02-08,174.37,497,86661.89,0.0,Paid
I501077,P3108,2025-06-14,112.32,173,18848.42,0.03,Overdue
I501078,P3080,2025-06-22,147.28,331,48749.68,0.0,Paid
I501079,P3070,2026-09-04,100.77,123,11155.24,0.1,Paid
I501080,P3082,2025-07-10,86.28,113,9457.15,0.03,Paid
I501081,P3025,2026-08-30,175.2,64,11212.8,0.0,Paid
I501082,P3028,2025-03-07,103.53,157,16254.21,0.0,Disputed
I501083,P3070,2026-10-09,79.23,61,4591.38,0.05,Pending
I501084,P3113,2026-01-18,81.3,329,24072.93,0.1,Paid
I501085,P3085,2026-07-30,105.15,41,3664.48,0.15,Paid
I501086,P3111,2025-06-27,111.05,417,46307.85,0.0,Paid
I501087,P3037,2025-12-07,156.5,190,25274.75,0.15,Pending
I501088,P3051,2025-05-23,73.26,265,19413.9,0.0,Paid
I501089,P3031,2025-01-17,173.94,238,41397.72,0.0,Disputed
I501090,P3115,2025-04-27,83.72,93,7396.66,0.05,Paid
I501091,P3021,2025-09-03,161.03,358,57648.74,0.0,Paid
I501092,P3090,2025-10-27,70.79,286,20245.94,0.0,Paid
I501093,P3095,2025-04-28,149.28,310,43962.96,0.05,Paid
I501094,P3111,2025-04-21,177.31,213,32101.98,0.15,Paid
I501095,P3074,2026-07-27,128.22,222,28464.84,0.0,Paid
I501096,P3007,2025-11-06,135.18,141,18107.36,0.05,Paid
I501097,P3079,2025-03-23,163.41,458,63615.51,0.15,Pending
I501098,P3079,2025-04-02,85.56,492,39990.74,0.05,Pending
I501099,P3029,2025-08-13,96.39,252,23075.77,0.05,Paid
I501100,P3087,2026-10-31,123.63,59,6564.75,0.1,Paid
